 Vendor #, Name, Address 1, Address 2, City, State, Zip, Telephone, Fax, Email,1099, W-9, Active,Terms, Account, Dept Code
"","Valero","","","","","",,,"",False,False,True,,731,""
"","Vons","","","","","",,,"",False,False,True,,726,""
"","Vtech Communications  Inc","","","","","",,,"",False,False,True,,726,""
"","Waiverforever.Com","","","","","",,,"",False,False,True,,730,""
"","Walgreens","","","","","",,,"",False,False,True,,726,""
"","Walmart","","","","","",,,"",False,False,True,,726,""
"","Washin Kotsu","","","","","",,,"",False,False,True,,757,""
"","When Pigs Fly Bbq","","","","","",,,"",False,False,True,,724,""
"","Wholefoods","","","","","",,,"",False,False,True,,724,""
"","Withdrawal","","","","","",,,"",False,False,True,,120,""
"","Zadamer Jewelry","","","","","",,,"",False,False,True,,600,""
