 Vendor #, Name, Address 1, Address 2, City, State, Zip, Telephone, Fax, Email,1099, W-9, Active,Terms, Account, Dept Code
"","Matco Tools","","","","","",,,"",False,False,True,,604,""
"","Mateo Tools","","","","","",,,"",False,False,True,,604,""
"","Matthew Flores","","","","","",,,"",False,False,True,,610,""
"","Maverik","","","","","",,,"",False,False,True,,631,""
"","Maxi Lube or Mancwarneke","","","","","",,,"",False,False,True,,600,""
"","Mayen Truck Accessories","","","","","",,,"",False,False,True,,600,""
"","Mayen Truck Accessory","","","","","",,,"",False,False,True,,600,""
"","Mcdonald's","","","","","",,,"",False,False,True,,724,""
"","Mcduffs Restaurant","","","","","",,,"",False,False,True,,724,""
"","Mentone Gas Mart","","","","","",,,"",False,False,True,,631,""
"","Merchant Service","","","","","",,,"",False,False,True,,736,""
"","Michigan Auto Parts","","","","","",,,"",False,False,True,,600,""
"","Miguel's Jr","","","","","",,,"",False,False,True,,724,""
"","Mikels Donut","","","","","",,,"",False,False,True,,724,""
"","Missing Description","","","","","",,,"",False,False,True,,999,""
"","Miyagi Sushi","","","","","",,,"",False,False,True,,724,""
"","Modern SCA","","","","","",,,"",False,False,True,,600,""
"","Modern Semi Truck Parts","","","","","",,,"",False,False,True,,600,""
"","Modern Trucking & Transportation","","","","","",,,"",False,False,True,,600,""
"","Morgan Truck Body","","","","","",,,"",False,False,True,,600,""
"","Morongo Golf Course","","","","","",,,"",False,False,True,,729,""
"","Mosies Vargas","","","","","",,,"",False,False,True,,610,""
"","Moss Bros","","","","","",,,"",False,False,True,,600,""
"","My Ny Pizza","","","","","",,,"",False,False,True,,724,""
"","Napa Store","","","","","",,,"",False,False,True,,600,""
"","Nate Ros","","","","","",,,"",False,False,True,,610,""
"","National tool warehouse","","","","","",,,"",False,False,True,,604,""
"","Nayax Food-Vending","","","","","",,,"",False,False,True,,724,""
"","Niko Niko Sushi","","","","","",,,"",False,False,True,,724,""
"","Nogales Burgers","","","","","",,,"",False,False,True,,724,""
"","Noil","","","","","",,,"",False,False,True,,600,""
"","Old Spaghetti Factory","","","","","",,,"",False,False,True,,724,""
"","Old Town LA Quinta","","","","","",,,"",False,False,True,,757,""
"","Olive Garden","","","","","",,,"",False,False,True,,724,""
"","Omar Ojeda","","","","","",,,"",False,False,True,,610,""
"","One Stop Market","","","","","",,,"",False,False,True,,631,""
"","Orchards Inn And Restaunt","","","","","",,,"",False,False,True,,757,""
"","O'Reilly Auto Parts","","","","","",,,"",False,False,True,,600,""
"","Owen Electric","","","","","",,,"",False,False,True,,600,""
"","Pacific Radiator","","","","","",,,"",False,False,True,,600,""
"","Padilla Tire & Auto Repair","","","","","",,,"",False,False,True,,600,""
"","Padilla Tire And Auto","","","","","",,,"",False,False,True,,600,""
"","Pai Industries","","","","","",,,"",False,False,True,,999,""
"","Palms Casino Dining","","","","","",,,"",False,False,True,,724,""
"","Panda Express","","","","","",,,"",False,False,True,,724,""
"","Pandora","","","","","",,,"",False,False,True,,730,""
"","Park House Tires","","","","","",,,"",False,False,True,,600,""
"","Parkhouse Tire","","","","","",,,"",False,False,True,,600,""
"","Payment To Chase Card Ending IN 0144","","","","","",,,"",False,False,True,,999,""
"","Paypal Dvc Rentals","","","","","",,,"",False,False,True,,757,""
"","Pepes Towing Service","","","","","",,,"",False,False,True,,610,""
"","Pizza Pirates","","","","","",,,"",False,False,True,,724,""
"","Popeyes","","","","","",,,"",False,False,True,,724,""
"","Postalannex","","","","","",,,"",False,False,True,,716,""
"","Precision Sound","","","","","",,,"",False,False,True,,600,""
"","Premier Publications","","","","","",,,"",False,False,True,,723,""
"","Prime Truck Trailer","","","","","",,,"",False,False,True,,600,""
"","Prudental overall supply","","","","","",,,"",False,False,True,,722,""
"","Prudential Overall Supply","","","","","",,,"",False,False,True,,722,""
"","Purevision O","","","","","",,,"",False,False,True,,600,""
"","Pv's Cherry Ave","","","","","",,,"",False,False,True,,600,""
"","Quad City Peterbuilt","","","","","",,,"",False,False,True,,600,""
"","Quaid Harley-Davidson","","","","","",,,"",False,False,True,,600,""
"","Quality Plus Computer","","","","","",,,"",False,False,True,,726,""
"","Radiator Express Warehouse","","","","","",,,"",False,False,True,,600,""
"","Rainbow Bolt","","","","","",,,"",False,False,True,,600,""
"","Raising Cane's","","","","","",,,"",False,False,True,,724,""
"","Randy Pai","","","","","",,,"",False,False,True,,748,""
"","Red Robin","","","","","",,,"",False,False,True,,724,""
"","Redlands Diamonds District","","","","","",,,"",False,False,True,,451,""
"","Rene's Tire Service","","","","","",,,"",False,False,True,,600,""
"","Richie'S Diner","","","","","",,,"",False,False,True,,724,""
"","Rio Ranch Market","","","","","",,,"",False,False,True,,724,""
"","Rodalfo Toscana","","","","","",,,"",False,False,True,,610,""
"","Rodolfo Toscanos","","","","","",,,"",False,False,True,,610,""
"","Roldolfo Toscano","","","","","",,,"",False,False,True,,610,""
"","Romanos's Group","","","","","",,,"",False,False,True,,724,""
"","Ron Thomas","","","","","",,,"",False,False,True,,722,""
"","Rosa Marias","","","","","",,,"",False,False,True,,724,""
"","Rudolfo Toscano","","","","","",,,"",False,False,True,,610,""
"","Rush Truck Center","","","","","",,,"",False,False,True,,600,""
"","Ryan Pediagen","","","","","",,,"",False,False,True,,705,""
"","Samperino Turbos","","","","","",,,"",False,False,True,,600,""
"","Sam'S Club Fuel","","","","","",,,"",False,False,True,,631,""
"","San Bernadino City Mission","","","","","",,,"",False,False,True,,905,""
"","San Bernadino County Fire Protection Disrtrict","","","","","",,,"",False,False,True,,750,""
"","San Gabriel Valley","","","","","",,,"",False,False,True,,600,""
"","Sandals Church","","","","","",,,"",False,False,True,,905,""
"","SCL","","","","","",,,"",False,False,True,,600,""
"","Shaver Insurance","","","","","",,,"",False,False,True,,744,""
"","Shell","","","","","",,,"",False,False,True,,631,""
"","Sierra Truck Repair","","","","","",,,"",False,False,True,,650,""
"","Singular Tire Sales","","","","","",,,"",False,False,True,,600,""
"","Singular Tires","","","","","",,,"",False,False,True,,600,""
"","SLC","","","","","",,,"",False,False,True,,600,""
"","Slover Truck Wash","","","","","",,,"",False,False,True,,650,""
"","snap on","","","","","",,,"",False,False,True,,604,""
"","Snap on Tools","","","","","",,,"",False,False,True,,604,""
"","Southern California Edison","","","","","",,,"",False,False,True,,753,""
"","Southern Counties Lubricants","","","","","",,,"",False,False,True,,600,""
"","Southwest Firearms","","","","","",,,"",False,False,True,,451,""
"","Staples","","","","","",,,"",False,False,True,,726,""
"","Starbucks","","","","","",,,"",False,False,True,,724,""
"","Stater Bros","","","","","",,,"",False,False,True,,726,""
"","Staterbros","","","","","",,,"",False,False,True,,724,""
"","Stephanie Arregen","","","","","",,,"",False,False,True,,610,""
"","Stonefield Limited (Boutique)","","","","","",,,"",False,False,True,,722,""
"","Subway","","","","","",,,"",False,False,True,,724,""
"","Suncent Innovation Tech","","","","","",,,"",False,False,True,,600,""
"","Super Colton","","","","","",,,"",False,False,True,,631,""
"","Sushi One Spot","","","","","",,,"",False,False,True,,724,""
"","Syncrony Bank","","","","","",,,"",False,False,True,,403,""
"","Tacos Joes","","","","","",,,"",False,False,True,,724,""
"","Target","","","","","",,,"",False,False,True,,726,""
"","Tartan","","","","","",,,"",False,False,True,,724,""
"","Tasca Automotive Group","","","","","",,,"",False,False,True,,600,""
"","Tec Equipment","","","","","",,,"",False,False,True,,600,""
"","Tec Fontana","","","","","",,,"",False,False,True,,600,""
"","Tec of California","","","","","",,,"",False,False,True,,600,""
"","Terribles","","","","","",,,"",False,False,True,,631,""
"","Thai Fontana","","","","","",,,"",False,False,True,,724,""
"","The Eating Room","","","","","",,,"",False,False,True,,724,""
"","The Fifth","","","","","",,,"",False,False,True,,724,""
"","The Hat","","","","","",,,"",False,False,True,,724,""
"","The Home Depot","","","","","",,,"",False,False,True,,750,""
"","The Steel Way Cafe","","","","","",,,"",False,False,True,,724,""
"","The Toll Roads of Oc","","","","","",,,"",False,False,True,,732,""
"","The UPS Store","","","","","",,,"",False,False,True,,716,""
"","The Vault Martini Bar","","","","","",,,"",False,False,True,,724,""
"","Titan Distributors","","","","","",,,"",False,False,True,,600,""
"","Tk Services Fontana","","","","","",,,"",False,False,True,,600,""
"","Tmo Service Fee","","","","","",,,"",False,False,True,,717,""
"","Tmobile","","","","","",,,"",False,False,True,,725,""
"","T-Mobile","","","","","",,,"",False,False,True,,725,""
"","Tom's Truck Center","","","","","",,,"",False,False,True,,600,""
"","Tonys Tires","","","","","",,,"",False,False,True,,600,""
"","Transwest Truck Center","","","","","",,,"",False,False,True,,600,""
"","Trinity universal","","","","","",,,"",False,False,True,,600,""
"","Triple 7 Diesel","","","","","",,,"",False,False,True,,600,""
"","Tuscanos Pizza And Pasta","","","","","",,,"",False,False,True,,724,""
"","U Sav Mor Stores Of America","","","","","",,,"",False,False,True,,726,""
"","Unique Vacations","","","","","",,,"",False,False,True,,905,""
"","United Pacific","","","","","",,,"",False,False,True,,631,""
"","United Treasury Service","","","","","",,,"",False,False,True,,920,""
"","Universal Fleet supply","","","","","",,,"",False,False,True,,600,""
"","Ups","","","","","",,,"",False,False,True,,716,""
"","USA General Transport","","","","","",,,"",False,False,True,,600,""
"","Utility Trailer Sales","","","","","",,,"",False,False,True,,600,""
"","Utility Trailer Supply","","","","","",,,"",False,False,True,,600,""
"","V&L Repair","","","","","",,,"",False,False,True,,650,""
"","Valley Business Service","","","","","",,,"",False,False,True,,730,""
"","Van De Pol","","","","","",,,"",False,False,True,,631,""
"","Vons","","","","","",,,"",False,False,True,,726,""
"","Vtc Parts","","","","","",,,"",False,False,True,,600,""
"","Waba Grill","","","","","",,,"",False,False,True,,724,""
"","Walker Air Breaks","","","","","",,,"",False,False,True,,600,""
"","Walkers Air Brakes","","","","","",,,"",False,False,True,,600,""
"","Walmart","","","","","",,,"",False,False,True,,726,""
"","Warehouse","","","","","",,,"",False,False,True,,600,""
"","Weller truck parts","","","","","",,,"",False,False,True,,600,""
"","Wendy's","","","","","",,,"",False,False,True,,724,""
"","West Air","","","","","",,,"",False,False,True,,600,""
"","Westair Gases & Equipment","","","","","",,,"",False,False,True,,600,""
"","Westrux International","","","","","",,,"",False,False,True,,600,""
"","What A Bargain Store","","","","","",,,"",False,False,True,,726,""
"","Wienerschnitzel","","","","","",,,"",False,False,True,,724,""
"","Withdrawal","","","","","",,,"",False,False,True,,615,""
"","Work Boot Warehouse","","","","","",,,"",False,False,True,,722,""
"","Www.Inland-Group.Com","","","","","",,,"",False,False,True,,705,""
"","Yoshinoya","","","","","",,,"",False,False,True,,724,""
"","Yum Yum Donuts","","","","","",,,"",False,False,True,,724,""
"","Zelle Payment To Cctvmicro","","","","","",,,"",False,False,True,,999,""
"","Zinda Metals","","","","","",,,"",False,False,True,,600,""
